ProductID,ProductName,Category,SubCategory,Brand,SKU,Description,Specifications,UseCase,Price,Unit,Tags
2256,Switches - GE Model GE2504,Wiring Devices,Switches,GE,GE2504,"This switches from GE is engineered for industrial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 30A, Wattage: 150W, Material: Copper, Compliance: RoHS Compliant, Color: Black",industrial,$878.32,Box,"steel, commercial, breaker, electrical"
2257,Covers - GE Model GE9732,Electrical Boxes,Covers,GE,GE9732,"This covers from GE is engineered for industrial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 20A, Wattage: 100W, Material: Copper, Compliance: UL Listed, Color: Black",industrial,$762.27,Per ft,"industrial, commercial, copper, residential"
2258,Control Cable - Lithonia Model LI1571,Wire & Cable,Control Cable,Lithonia,LI1571,"This control cable from Lithonia is engineered for commercial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 30A, Wattage: 15W, Material: Steel, Compliance: UL Listed, Color: Black",commercial,$522.48,Per 100ft,"electrical, commercial, breaker, commercial"
2259,Circuit Breakers - 3M Model 3M9833,Power Distribution,Circuit Breakers,3M,3M9833,"This circuit breakers from 3M is engineered for commercial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 100A, Wattage: 50W, Material: Steel, Compliance: RoHS Compliant, Color: Red",commercial,$557.15,Per ft,"outdoor, steel, industrial, commercial"
2260,Anchors - Southwire Model SO1598,Fasteners,Anchors,Southwire,SO1598,"This anchors from Southwire is engineered for educational applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 30A, Wattage: 50W, Material: Plastic, Compliance: CSA Certified, Color: Red",educational,$921.07,Pack,"industrial, educational, copper, electrical"
2261,Safety Glasses - GE Model GE3013,Safety,Safety Glasses,GE,GE3013,"This safety glasses from GE is engineered for industrial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 30A, Wattage: 15W, Material: Copper, Compliance: CSA Certified, Color: Red",industrial,$654.26,Per 10ft,"commercial, steel, industrial, electrical"
2262,Switches - Square D Model SQ1986,Wiring Devices,Switches,Square D,SQ1986,"This switches from Square D is engineered for commercial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 30A, Wattage: 25W, Material: Copper, Compliance: CSA Certified, Color: White",commercial,$193.94,Per ft,"outdoor, LED, commercial, data"
2263,Plastic Boxes - Southwire Model SO5729,Electrical Boxes,Plastic Boxes,Southwire,SO5729,"This plastic boxes from Southwire is engineered for commercial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 50A, Wattage: 150W, Material: Copper, Compliance: UL Listed, Color: Gray",commercial,$464.18,Pack,"industrial, commercial, outdoor, LED"
2264,Thermostats - Allied Model AL6848,HVAC,Thermostats,Allied,AL6848,"This thermostats from Allied is engineered for commercial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 50A, Wattage: 15W, Material: Steel, Compliance: UL Listed, Color: Blue",commercial,$320.74,Each,"electrical, breaker, copper, LED"
2265,Clips - Hubbell Model HU7730,Fasteners,Clips,Hubbell,HU7730,"This clips from Hubbell is engineered for industrial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 10A, Wattage: 15W, Material: Steel, Compliance: CSA Certified, Color: Gray",industrial,$456.41,Per ft,"industrial, breaker, electrical, industrial"
2266,Load Centers - Square D Model SQ6839,Power Distribution,Load Centers,Square D,SQ6839,"This load centers from Square D is engineered for commercial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 277V, Amperage: 15A, Wattage: 5W, Material: Copper, Compliance: UL Listed, Color: Gray",commercial,$673.8,Per ft,"data, industrial, steel, electrical"
2267,Circuit Breakers - Klein Tools Model KL2073,Power Distribution,Circuit Breakers,Klein Tools,KL2073,"This circuit breakers from Klein Tools is engineered for commercial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 50A, Wattage: 5W, Material: Plastic, Compliance: UL Listed, Color: White",commercial,$907.04,Per 100ft,"LED, commercial, steel, commercial"
2268,Metal Boxes - GE Model GE5776,Electrical Boxes,Metal Boxes,GE,GE5776,"This metal boxes from GE is engineered for healthcare applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 15A, Wattage: 150W, Material: Plastic, Compliance: UL Listed, Color: Red",healthcare,$351.32,Per 100ft,"industrial, outdoor, data, LED"
2269,Testers - Lithonia Model LI9549,Tools & Testing,Testers,Lithonia,LI9549,"This testers from Lithonia is engineered for healthcare applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 15A, Wattage: 15W, Material: Aluminum, Compliance: RoHS Compliant, Color: Gray",healthcare,$14.38,Box,"breaker, commercial, residential, industrial"
2270,Thermostats - Square D Model SQ3126,HVAC,Thermostats,Square D,SQ3126,"This thermostats from Square D is engineered for industrial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 20A, Wattage: 5W, Material: Steel, Compliance: RoHS Compliant, Color: Blue",industrial,$550.31,Pack,"steel, outdoor, data, copper"
2271,Clips - Siemens Model SI5475,Fasteners,Clips,Siemens,SI5475,"This clips from Siemens is engineered for residential applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 15A, Wattage: 25W, Material: Steel, Compliance: RoHS Compliant, Color: Blue",residential,$795.49,Pack,"data, steel, breaker, LED"
2272,Panelboards - Square D Model SQ7663,Power Distribution,Panelboards,Square D,SQ7663,"This panelboards from Square D is engineered for healthcare applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 15A, Wattage: 50W, Material: Copper, Compliance: CSA Certified, Color: Blue",healthcare,$344.59,Per 10ft,"breaker, electrical, steel, data"
2273,Wall Plates - Square D Model SQ4555,Wiring Devices,Wall Plates,Square D,SQ4555,"This wall plates from Square D is engineered for residential applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 30A, Wattage: 15W, Material: Plastic, Compliance: CSA Certified, Color: Red",residential,$596.71,Each,"electrical, residential, breaker, industrial"
2274,Clips - Siemens Model SI9895,Fasteners,Clips,Siemens,SI9895,"This clips from Siemens is engineered for healthcare applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 277V, Amperage: 15A, Wattage: 25W, Material: Aluminum, Compliance: CSA Certified, Color: White",healthcare,$142.42,Per 100ft,"industrial, copper, LED, electrical"
2275,Building Wire - Klein Tools Model KL6125,Wire & Cable,Building Wire,Klein Tools,KL6125,"This building wire from Klein Tools is engineered for healthcare applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 50A, Wattage: 150W, Material: Copper, Compliance: CSA Certified, Color: Red",healthcare,$729.67,Per 100ft,"commercial, residential, industrial, outdoor"
2276,Testers - Square D Model SQ4795,Tools & Testing,Testers,Square D,SQ4795,"This testers from Square D is engineered for industrial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 30A, Wattage: 100W, Material: Copper, Compliance: CSA Certified, Color: Red",industrial,$51.56,Each,"commercial, LED, copper, data"
2277,Control Cable - Square D Model SQ1001,Wire & Cable,Control Cable,Square D,SQ1001,"This control cable from Square D is engineered for industrial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 277V, Amperage: 30A, Wattage: 15W, Material: Plastic, Compliance: CSA Certified, Color: Black",industrial,$785.39,Per 100ft,"LED, steel, residential, data"
2278,Metal Boxes - Hubbell Model HU7954,Electrical Boxes,Metal Boxes,Hubbell,HU7954,"This metal boxes from Hubbell is engineered for healthcare applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 10A, Wattage: 25W, Material: Aluminum, Compliance: RoHS Compliant, Color: Blue",healthcare,$342.52,Per 10ft,"data, electrical, LED, copper"
2279,Switches - Siemens Model SI5037,Wiring Devices,Switches,Siemens,SI5037,"This switches from Siemens is engineered for residential applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 15A, Wattage: 5W, Material: Copper, Compliance: CSA Certified, Color: White",residential,$359.75,Box,"breaker, electrical, copper, residential"
2280,Gloves - Hubbell Model HU5562,Safety,Gloves,Hubbell,HU5562,"This gloves from Hubbell is engineered for healthcare applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 277V, Amperage: 15A, Wattage: 15W, Material: Steel, Compliance: UL Listed, Color: Blue",healthcare,$612.75,Each,"data, copper, steel, healthcare"
2281,Screws - GE Model GE5554,Fasteners,Screws,GE,GE5554,"This screws from GE is engineered for healthcare applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 100A, Wattage: 5W, Material: Aluminum, Compliance: UL Listed, Color: Black",healthcare,$158.37,Per 100ft,"electrical, copper, commercial, healthcare"
2282,Meters - 3M Model 3M6623,Tools & Testing,Meters,3M,3M6623,"This meters from 3M is engineered for healthcare applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 100A, Wattage: 25W, Material: Copper, Compliance: CSA Certified, Color: Blue",healthcare,$823.85,Pack,"commercial, breaker, electrical, steel"
2283,Control Cable - Square D Model SQ3616,Wire & Cable,Control Cable,Square D,SQ3616,"This control cable from Square D is engineered for commercial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 10A, Wattage: 15W, Material: Aluminum, Compliance: UL Listed, Color: White",commercial,$850.29,Per ft,"LED, data, electrical, breaker"
2284,Circuit Breakers - Square D Model SQ7184,Power Distribution,Circuit Breakers,Square D,SQ7184,"This circuit breakers from Square D is engineered for residential applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 10A, Wattage: 50W, Material: Steel, Compliance: UL Listed, Color: Black",residential,$857.43,Per ft,"industrial, commercial, data, steel"
2285,Hand Tools - Leviton Model LE9454,Tools & Testing,Hand Tools,Leviton,LE9454,"This hand tools from Leviton is engineered for educational applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 20A, Wattage: 100W, Material: Plastic, Compliance: CSA Certified, Color: Black",educational,$181.2,Each,"steel, copper, residential, industrial"
2286,Covers - Leviton Model LE7956,Electrical Boxes,Covers,Leviton,LE7956,"This covers from Leviton is engineered for educational applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 30A, Wattage: 50W, Material: Plastic, Compliance: CSA Certified, Color: Black",educational,$517.22,Each,"industrial, steel, commercial, outdoor"
2287,Receptacles - Allied Model AL9078,Wiring Devices,Receptacles,Allied,AL9078,"This receptacles from Allied is engineered for residential applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 20A, Wattage: 150W, Material: Steel, Compliance: UL Listed, Color: Red",residential,$529.01,Per 10ft,"electrical, data, outdoor, LED"
2288,Screws - Allied Model AL5514,Fasteners,Screws,Allied,AL5514,"This screws from Allied is engineered for industrial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 50A, Wattage: 50W, Material: Aluminum, Compliance: RoHS Compliant, Color: Gray",industrial,$6.36,Per ft,"breaker, industrial, industrial, LED"
2289,Building Wire - Klein Tools Model KL8567,Wire & Cable,Building Wire,Klein Tools,KL8567,"This building wire from Klein Tools is engineered for residential applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 277V, Amperage: 15A, Wattage: 15W, Material: Aluminum, Compliance: CSA Certified, Color: White",residential,$747.79,Per 10ft,"electrical, outdoor, copper, breaker"
2290,Meters - Lithonia Model LI2984,Tools & Testing,Meters,Lithonia,LI2984,"This meters from Lithonia is engineered for healthcare applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 15A, Wattage: 25W, Material: Copper, Compliance: RoHS Compliant, Color: Red",healthcare,$556.05,Per 10ft,"electrical, data, outdoor, commercial"
2291,Sensors - GE Model GE4613,HVAC,Sensors,GE,GE4613,"This sensors from GE is engineered for healthcare applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 277V, Amperage: 20A, Wattage: 50W, Material: Copper, Compliance: UL Listed, Color: Blue",healthcare,$964.76,Per 100ft,"breaker, LED, residential, steel"
2292,Cables - Allied Model AL9180,DataCom,Cables,Allied,AL9180,"This cables from Allied is engineered for educational applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 20A, Wattage: 25W, Material: Steel, Compliance: UL Listed, Color: Blue",educational,$12.4,Box,"educational, industrial, breaker, LED"
2293,Testers - GE Model GE3872,Tools & Testing,Testers,GE,GE3872,"This testers from GE is engineered for residential applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 100A, Wattage: 100W, Material: Copper, Compliance: RoHS Compliant, Color: Red",residential,$743.89,Pack,"electrical, residential, data, steel"
2294,Anchors - Klein Tools Model KL7378,Fasteners,Anchors,Klein Tools,KL7378,"This anchors from Klein Tools is engineered for industrial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 277V, Amperage: 20A, Wattage: 25W, Material: Plastic, Compliance: RoHS Compliant, Color: Red",industrial,$16.28,Pack,"commercial, copper, outdoor, industrial"
2295,Metal Boxes - 3M Model 3M1308,Electrical Boxes,Metal Boxes,3M,3M1308,"This metal boxes from 3M is engineered for residential applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 277V, Amperage: 10A, Wattage: 150W, Material: Plastic, Compliance: CSA Certified, Color: Red",residential,$431.43,Per 10ft,"steel, data, residential, residential"
2296,Meters - GE Model GE4415,Tools & Testing,Meters,GE,GE4415,"This meters from GE is engineered for educational applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 20A, Wattage: 150W, Material: Copper, Compliance: RoHS Compliant, Color: Black",educational,$490.15,Per ft,"breaker, data, commercial, industrial"
2297,Thermostats - GE Model GE2284,HVAC,Thermostats,GE,GE2284,"This thermostats from GE is engineered for residential applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 100A, Wattage: 15W, Material: Steel, Compliance: CSA Certified, Color: Black",residential,$336.9,Per 10ft,"residential, commercial, industrial, outdoor"
2298,Clips - Siemens Model SI2747,Fasteners,Clips,Siemens,SI2747,"This clips from Siemens is engineered for commercial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 50A, Wattage: 5W, Material: Aluminum, Compliance: RoHS Compliant, Color: White",commercial,$121.09,Per ft,"outdoor, LED, electrical, industrial"
2299,Clips - Square D Model SQ7631,Fasteners,Clips,Square D,SQ7631,"This clips from Square D is engineered for healthcare applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 15A, Wattage: 25W, Material: Plastic, Compliance: UL Listed, Color: Black",healthcare,$841.38,Pack,"residential, copper, LED, breaker"
